Q11562537	渡辺裕	共産		23	愛知県 9区	男性	1953-07-16				
	伊神健雄	無所属		23	愛知県 10区						
	板倉正文	共産		23	愛知県 10区						
Q7706881	江崎鉄磨	自民		23	愛知県 10区	男性	1943-09-17				
Q11522062	杉本和巳	維新		23	愛知県 10区	男性	1960-09-17				
Q11450236	安井美沙子	民進		23	愛知県 10区	女性	1965-09-11				
	宮地勲	共産		23	愛知県 11区						
	下島良一	共産		23	愛知県 13区						
	金原信之	共産		23	愛知県 14区						
	田中克典	民進		23	愛知県 14区						
	串田真吾	共産		23	愛知県 15区						
	関健一郎	民進		23	愛知県 15区						
	中川民英	共産		24	三重県 1区						
	内藤弘一	共産		24	三重県 2区						
	坂本麻貴	幸福		24	三重県 3区						
	野村真弘	共産		24	三重県 3区						
	谷中三好	共産		24	三重県 4区						
	藤田大助	民進		24	三重県 4区						
Q7051315	三ツ矢憲生	自民		24	三重県 4区	男性	1950-12-13				
	斉藤幸子	共産		25	滋賀県 1区						
	荒川雅司	幸福		25	滋賀県 2区						
Q6389276	上野賢一郎	自民		25	滋賀県 2区	男性	1965-08-03	Ueno_Kenichiro	https://facebook.com/100003561880790		
Q11470518	山田満	共産		25	滋賀県 2区	男性	1955-01-01				
	石堂淳士	共産		25	滋賀県 3区						
	小川泰江	民進		25	滋賀県 3区						
	小寺裕雄	自民		25	滋賀県 4区						
Q5772420	徳永久志	民進		25	滋賀県 4区	男性	1963-06-27				
	西沢耕一	共産		25	滋賀県 4区						
	田坂幾太	維新		26	京都府 1区						
	繁本護	自民		26	京都府 2区						
	地坂拓晃	共産		26	京都府 2区						
	金森亨	共産		26	京都府 3区						
	森夏枝	維新		26	京都府 3区						
	縁田有紀	幸福		26	京都府 4区						
	畑本久仁枝	維新		26	京都府 4区						
	吉田幸一	共産		26	京都府 4区						
	鈴木麻理子	自由		26	京都府 5区						
	本田太郎	自民		26	京都府 5区						
	山内健	共産		26	京都府 5区						
	上條亮一	共産		26	京都府 6区						
	柴山昇	共産		27	大阪府 1区						
	村上賀厚	民進		27	大阪府 1区						
	石谷尚子	共産		27	大阪府 2区						
Q456011	尾辻かな子	民進		27	大阪府 2区	女性	1974-12-16				
Q1088420	服部良一	社民		27	大阪府 3区	男性	1907-10-01				
	渡部結	共産		27	大阪府 3区						
	美延映夫	維新		27	大阪府 4区						
Q11413941	吉田治	民進		27	大阪府 4区	男性	1962-03-16				
	数森圭吾	幸福		27	大阪府 5区						
	北山良三	共産		27	大阪府 5区						
	国重徹	公明		27	大阪府 5区						
	長尾秀樹	民進		27	大阪府 5区						
	村上史好	自由		27	大阪府 6区						
	奥下剛光	維新		27	大阪府 7区						
Q11561908	渡嘉敷奈緒美	自民		27	大阪府 7区	女性	1962-07-16		https://facebook.com/naomi.tokashiki.7		
Q11368828	乃木涼介	民進		27	大阪府 7区	男性	1964-08-23				
	村口久美子	共産		27	大阪府 7区						
	新居真	共産		27	大阪府 8区						
	松井博史	民進		27	大阪府 8区						
	森村広	民進		27	大阪府 9区						
	山元建	共産		27	大阪府 9区						
	三和智之	共産		27	大阪府 11区						
Q462308	樽床伸二	無所属		27	大阪府 12区	男性	1959-08-06				
	藤田文武	維新		27	大阪府 12区						
	真白リョウ	自由		27	大阪府 12区						
	松尾正利	共産		27	大阪府 12区						
	姜英紀	民進		27	大阪府 13区						
	長岡嘉一	共産		27	大阪府 13区						
Q11629761	西野弘一	無所属		27	大阪府 13区	男性	1969-01-11				
Q11461025	小松久	共産		27	大阪府 14区	男性	1945-02-10				
	為仁史	共産		27	大阪府 15区						
	田中浩美	共産		27	大阪府 16区						
Q11539493	森山浩行	民進		27	大阪府 16区	男性	1971-04-08				
	藤本幸子	共産		27	大阪府 17区						
	川戸康嗣	民進		27	大阪府 18区						
	矢野忠重	共産		27	大阪府 18区						
	北村みき	共産		27	大阪府 19区						
Q7677354	長安豊	民進		27	大阪府 19区	男性	1968-09-05				
Q7426422	梅村聡	維新		28	兵庫県 1区	男性	1975-02-13				
	近藤秀子	共産		28	兵庫県 1区						
	平松順子	共産		28	兵庫県 2区						
	船川治郎	民進		28	兵庫県 2区						
	冨士谷香恵子	共産		28	兵庫県 3区						
	横畑和幸	民進		28	兵庫県 3区						
	大椙鉄夫	共産		28	兵庫県 4区						
	佐藤泰樹	民進		28	兵庫県 4区						
Q11538822	梶原康弘	民進		28	兵庫県 5区	男性	1956-10-14				
Q6426248	市村浩一郎	維新		28	兵庫県 6区	男性	1964-07-16				
	桜井周	民進		28	兵庫県 6区						
	吉見秋彦	共産		28	兵庫県 6区						
	上田幸子	共産		28	兵庫県 7区						
Q11578596	畠中光成	民進		28	兵庫県 7区	男性	1972-06-30				
Q11355593	三木圭恵	維新		28	兵庫県 7区	女性	1966-07-07				
	菊地憲之	新社		28	兵庫県 9区						
	新町美千代	共産		28	兵庫県 9区						
	金田峰生	共産		28	兵庫県 10区						
	戸井田真太郎	自由		28	兵庫県 11区						
Q1315762	松本剛明	自由		28	兵庫県 11区	男性	1959-04-25		https://facebook.com/takeaki.matsumoto.94		重複注意
	池畑浩太朗	民進		28	兵庫県 12区						
	堀譲	共産		28	兵庫県 12区						
Q704345	山口壮	自民		28	兵庫県 12区	男性	1954-10-03		https://facebook.com/yamaguchi244		
	井上良子	共産		29	奈良県 1区						
Q11461866	小林茂樹	自民		29	奈良県 1区	男性	1964-10-09				
	吉野忠男	維新		29	奈良県 1区						
	霜鳥純一	共産		29	奈良県 2区						
Q6419134	前川清成	民進		29	奈良県 2区	男性	1962-01-01				
	所進	共産		29	奈良県 3区						
	原矢寸久	共産		30	和歌山県 1区						
	坂田隆徳	民進		30	和歌山県 2区						
	下村雅洋	共産		30	和歌山県 2区						
	楠本文郎	共産		30	和歌山県 3区						
	塚田成幸	共産		31	鳥取県 1区						
Q7385320	赤沢亮正	自民		31	鳥取県 2区	男性	1960-12-18	ryosei_akazawa			
	福住英行	共産		31	鳥取県 2区						
	福原宗男	社民		31	鳥取県 2区						
Q11563479	湯原俊二	民進		31	鳥取県 2区	男性	1962-11-20				
	岩田剛	共産		32	島根県 1区						
	亀井亜紀子	民進		32	島根県 1区						
	向瀬慎一	共産		32	島根県 2区						
	余江雪央	共産		33	岡山県 1区						
	垣内京美	共産		33	岡山県 2区						
	田部雄治	幸福		33	岡山県 2区						
Q7827692	阿部俊子	自民		33	岡山県 3区	女性	1959-05-19	abetoshiko	https://facebook.com/toshiko.abe.313		
	尾崎宏子	共産		33	岡山県 3区						
	平林明成	共産		33	岡山県 4区						
Q315563	加藤高明	民進		33	岡山県 5区	男性	1860-01-25				
	美見芳明	共産		33	岡山県 5区						
	大西理	共産		34	広島県 1区						
	灰岡香奈	維新		34	広島県 2区						
	藤本聡志	共産		34	広島県 2区						
Q5209645	松本大輔	民進		34	広島県 2区	男性	1971-01-01				
	水野善丈	幸福		34	広島県 2区						
Q11377131	今枝仁	維新		34	広島県 3区	男性	1970-09-14				
Q11428744	塩村文夏	民進		34	広島県 3区	女性	1978-07-06				
	清水貞子	共産		34	広島県 3区						
	野村昌央	幸福		34	広島県 3区						
	恵飛須圭二	民進		34	広島県 4区						
	中石仁	共産		34	広島県 4区						
	尾崎光	共産		34	広島県 5区						
Q6426455	佐藤公治	自由		34	広島県 6区	男性	1959-07-28				
	佐藤広典	民進		34	広島県 7区						
	重村幸司	共産		34	広島県 7区						
	大内一也	民進		35	山口県 1区						
	河井美和子	幸福		35	山口県 1区						
	五島博	共産		35	山口県 1区						
	松田一志	共産		35	山口県 2区						
	藤本一規	共産		35	山口県 3区						
	西岡広伸	共産		35	山口県 4区						
Q11376392	仁木博文	民進		36	徳島県 1区	男性	1966-05-23				
	山本千代子	共産		36	徳島県 1区						
Q11368984	久保孝之	共産		36	徳島県 2区	男性	1973-04-25				
	福山正敏	幸福		36	徳島県 2区						
Q7678622	平井卓也	自民		37	香川県 1区	男性	1958-01-25	hiratakuchan	https://facebook.com/hiraitakuya		
	河村整	共産		37	香川県 2区						
	土岐一郎	共産		37	香川県 3区						
Q11624687	藤田伸二	社民		37	香川県 3区	男性	1972-02-27				
	石本憲一	共産		38	愛媛県 1区						
	富永喜代	民進		38	愛媛県 1区						
	一色一正	共産		38	愛媛県 2区						
Q11627955	西岡新	維新		38	愛媛県 2区	男性	1973-02-03				
Q18818315	横山博幸	民進		38	愛媛県 2区	男性	1950-11-06				重複注意
	国田睦	共産		38	愛媛県 3区						
	白石寛樹	自民		38	愛媛県 3区						
Q11580199	白石洋一	民進		38	愛媛県 3区	男性	1963-06-25				
	森田浩二	幸福		38	愛媛県 3区						
	松本顕治	共産		39	高知県 1区						
	大石宗	民進		39	高知県 1区						
	島﨑保臣	共産		39	高知県 2区						
Q5639964	広田一	民進		39	高知県 2区	男性	1968-10-10				
	立川孝彦	共産		40	福岡県 1区						
Q11468895	山本剛正	民進		40	福岡県 1区	男性	1972-01-01				
Q11596567	稲富修二	民進		40	福岡県 2区	男性	1970-08-26				
	松尾律子	共産		40	福岡県 2区						
Q11466402	山内康一	民進		40	福岡県 3区	男性	1973-01-01				
	山口湧人	共産		40	福岡県 3区						
	新留清隆	共産		40	福岡県 4区						
Q5209856	楠田大蔵	民進		40	福岡県 5区	男性	1975-01-01				
	田中陽二	共産		40	福岡県 5区						
	新井富美子	民進		40	福岡県 6区						
	小林解子	共産		40	福岡県 6区						
	西原忠弘	幸福		40	福岡県 6区						
Q11550742	江口学	共産		40	福岡県 7区	男性	1984-10-30				
	原圭助	民進		40	福岡県 7区						
	宮嶋つや子	共産		40	福岡県 8区						
Q11425971	城井崇	民進		40	福岡県 10区	男性	1973-06-23				
	竹内信昭	社民		40	福岡県 11区						
	村上智信	無所属		40	福岡県 11区						
	山下登美子	共産		40	福岡県 11区						
	上村泰稔	共産		41	佐賀県 1区						
	中島徹	幸福		41	佐賀県 1区						
	大森斉	共産		41	佐賀県 2区						
	西岡秀子	民進		42	長崎県 1区						
	牧山隆	共産		42	長崎県 1区						
	近藤一宇	共産		42	長崎県 2区						
	石丸完治	共産		42	長崎県 3区						
	末次精一	自由		42	長崎県 3区						
	石川悟	共産		42	長崎県 4区						
Q11454107	宮島大典	民進		42	長崎県 4区	男性	1963-06-06				
	木下順子	幸福		43	熊本県 2区						
	西野太亮	無所属		43	熊本県 2区						
	益田牧子	共産		43	熊本県 2区						
	和田要	社民		43	熊本県 2区						
	関根静香	共産		43	熊本県 3区						
	森本康仁	民進		43	熊本県 3区						
	橋田芳昭	共産		43	熊本県 4区						
Q11583883	矢上雅義	民進		43	熊本県 4区	男性	1960-08-08				
	広次忠彦	共産		44	大分県 1区						
	上田敦子	幸福		44	大分県 2区						
	大塚光義	共産		44	大分県 3区						
Q6094931	外山斎	維新		45	宮崎県 1区	男性	1976-04-23				
Q3514198	松本隆	共産		45	宮崎県 1区	男性	1949-07-16				
	黒木万治	共産		45	宮崎県 2区						
Q5363958	河野一郎	幸福		45	宮崎県 2区	男性	1898-06-02				重複注意
Q10299736	河野一郎	幸福		45	宮崎県 2区	男性	1946-11-01				重複注意
	富井寿一	民進		45	宮崎県 2区						
	井福美年	共産		45	宮崎県 3区						
Q5770910	川内博史	民進		46	鹿児島県 1区	男性	1961-11-02				
	宮崎一博	無所属		46	鹿児島県 1区						
	山口広延	共産		46	鹿児島県 1区						
Q11466235	山之内毅	維新		46	鹿児島県 1区	男性	1981-12-16				
	祝迫光治	共産		46	鹿児島県 2区						
Q11646177	野間健	無所属		46	鹿児島県 3区	男性	1958-10-08				重複注意
	山口陽規	共産		46	鹿児島県 3区						
	永田義人	共産		46	鹿児島県 4区						
	野呂正和	社民		46	鹿児島県 4区						
	国場幸之助	自民		47	沖縄県 1区						
	下地玲子	幸福		47	沖縄県 1区						
	金城竜郎	幸福		47	沖縄県 3区						
	富川泰全	幸福		47	沖縄県 4区						
