高橋斉久,東京都 24区,民進
萩生田光一,東京都 24区,自民
井上信治,東京都 25区,自民
井上宣,東京都 25区,共産
山下容子,東京都 25区,民進
明石行夫,神奈川県 1区,共産
篠原豪,神奈川県 1区,民進
松本純,神奈川県 1区,自民
高橋野枝,神奈川県 2区,無所属
大貫清文,神奈川県 2区,共産
菅義偉,神奈川県 2区,自民
壱岐愛子,神奈川県 3区,幸福
小此木八郎,神奈川県 3区,自民
勝又恒一郎,神奈川県 3区,民進
釘丸進,神奈川県 3区,共産
浅尾慶一郎,神奈川県 4区,無所属
佐藤清,神奈川県 4区,共産
山本朋広,神奈川県 4区,自民
早稲田夕季,神奈川県 4区,民進
坂井学,神奈川県 5区,自民
水戸将史,神奈川県 5区,民進
横山征吾,神奈川県 5区,共産
青柳陽一郎,神奈川県 6区,民進
今村あゆみ,神奈川県 6区,共産
上田勇,神奈川県 6区,公明
串田誠一,神奈川県 6区,維新
鈴木馨祐,神奈川県 7区,自民
中谷一馬,神奈川県 7区,民進
若林靖久,神奈川県 7区,共産
江田憲司,神奈川県 8区,民進
加藤リカ,神奈川県 8区,共産
福田峰之,神奈川県 8区,希望
三谷英弘,神奈川県 8区,自民
斎藤温,神奈川県 9区,共産
椎名毅,神奈川県 9区,無所属
中山展宏,神奈川県 9区,自民
笠浩史,神奈川県 9区,希望
市川佳子,神奈川県 10区,民進
田中和徳,神奈川県 10区,自民
畑野君枝,神奈川県 10区,共産
圷孝行,神奈川県 11区,労働
小泉進次郎,神奈川県 11区,自民
瀬戸和弘,神奈川県 11区,共産
阿部知子,神奈川県 12区,民進
星野剛士,神奈川県 12区,自民
甘利明,神奈川県 13区,自民
岡崎裕,神奈川県 13区,共産
太栄志,神奈川県 13区,民進
赤間二郎,神奈川県 14区,自民
中野渡旬,神奈川県 14区,共産
本村賢太郎,神奈川県 14区,民進
河野太郎,神奈川県 15区,自民
佐々木克己,神奈川県 15区,社民
沼上常生,神奈川県 15区,共産
池田博英,神奈川県 16区,共産
後藤祐一,神奈川県 16区,希望
義家弘介,神奈川県 16区,自民
神山洋介,神奈川県 17区,民進
牧島かれん,神奈川県 17区,自民
横田英司,神奈川県 17区,共産
樋高剛,神奈川県 18区,自由
三村和也,神奈川県 18区,民進
山際大志郎,神奈川県 18区,自民
石崎徹,新潟県 1区,自民
西村智奈美,新潟県 1区,民進
町田明広,新潟県 1区,共産
細井良雄,新潟県 2区,共産
細田健一,新潟県 2区,自民
鷲尾英一郎,新潟県 2区,民進
伊藤誠,新潟県 3区,共産
黒岩宇洋,新潟県 3区,民進
斎藤洋明,新潟県 3区,自民
五十嵐健彦,新潟県 4区,共産
金子恵美,新潟県 4区,自民
菊田真紀子,新潟県 4区,民進
大平悦子,新潟県 5区,無所属
笠原麗香,新潟県 5区,幸福
西沢博,新潟県 5区,共産
上野公悦,新潟県 6区,共産
梅谷守,新潟県 6区,民進
高鳥修一,新潟県 6区,自民
今井基之,富山県 1区,民進
田畑裕明,富山県 1区,自民
広野允士,富山県 1区,自由
吉田豊史,富山県 1区,維新
山崎彰,富山県 2区,社民
宮腰光寛,富山県 2区,自民
坂本洋史,富山県 3区,共産
橘慶一郎,富山県 3区,自民
黒崎清則,石川県 1区,共産
田中美絵子,石川県 1区,民進
馳浩,石川県 1区,自民
佐々木紀,石川県 2区,自民
本田正和,石川県 2区,共産
宮元智,石川県 2区,幸福
近藤和也,石川県 3区,民進
鈴木宏太,石川県 3区,共産
稲田朋美,福井県 1区,自民
金元幸枝,福井県 1区,共産
斉木武志,福井県 2区,民進
猿橋巧,福井県 2区,共産
高木毅,福井県 2区,自民
小沢鋭仁,山梨県 1区,維新
中島克仁,山梨県 1区,民進
中谷真一,山梨県 1区,自民
西脇愛,山梨県 1区,幸福
宮内現,山梨県 1区,共産
大久保令子,山梨県 2区,共産
小林弘幸,山梨県 2区,民進
長崎幸太郎,山梨県 2区,無所属
堀内詔子,山梨県 2区,自民
小松裕,長野県 1区,自民
篠原孝,長野県 1区,民進
長瀬由希子,長野県 1区,共産
橋本将之,長野県 1区,維新
清沢達也,長野県 2区,共産
下条みつ,長野県 2区,民進
手塚大輔,長野県 2区,維新
務台俊介,長野県 2区,自民
井出庸生,長野県 3区,民進
及川幸久,長野県 3区,幸福
木内均,長野県 3区,自民
小金沢由佳,長野県 3区,共産
寺島義幸,長野県 3区,民進
後藤茂之,長野県 4区,自民
毛利栄子,長野県 4区,共産
中嶋康介,長野県 5区,民進
水野力夫,長野県 5区,共産
宮下一郎,長野県 5区,自民
野田聖子,岐阜県 1区,自民
野原典子,岐阜県 1区,幸福
山越徹,岐阜県 1区,共産
吉田里江,岐阜県 1区,民進
棚橋泰文,岐阜県 2区,自民
森桜房義,岐阜県 2区,共産
井上諭,岐阜県 3区,共産
阪口直人,岐阜県 3区,民進
武藤容治,岐阜県 3区,自民
今井雅人,岐阜県 4区,民進
佐伯哲也,岐阜県 4区,維新
阿知波吉信,岐阜県 5区,民進
小関祥子,岐阜県 5区,共産
古屋圭司,岐阜県 5区,自民
青山雅幸,静岡県 1区,無所属
上川陽子,静岡県 1区,自民
小池政就,静岡県 1区,維新
鈴木千佳,静岡県 1区,共産
福村隆,静岡県 1区,民進
井林辰憲,静岡県 2区,自民
松尾勉,静岡県 2区,民進
四ツ谷恵,静岡県 2区,共産
小山展弘,静岡県 3区,民進
松浦喜芳,静岡県 3区,共産
宮沢博行,静岡県 3区,自民
田中健,静岡県 4区,民進
松原聡,静岡県 4区,共産
望月義夫,静岡県 4区,自民
井口昌彦,静岡県 5区,共産
細野豪志,静岡県 5区,希望
吉川赳,静岡県 5区,自民
内田豊,静岡県 6区,共産
勝俣孝明,静岡県 6区,自民
渡辺周,静岡県 6区,民進
城内実,静岡県 7区,自民
野沢正司,静岡県 7区,共産
源馬謙太郎,静岡県 8区,民進
塩谷立,静岡県 8区,自民
嶋田初江,静岡県 8区,共産
大野宙光,愛知県 1区,共産
熊田裕通,愛知県 1区,自民
平山良平,愛知県 1区,社民
吉田統彦,愛知県 1区,民進
酒井健太朗,愛知県 2区,共産
田畑毅,愛知県 2区,自民
古川元久,愛知県 2区,民進
池田佳隆,愛知県 3区,自民
近藤昭一,愛知県 3区,民進
工藤彰三,愛知県 4区,自民
近藤浩,愛知県 4区,維新
牧義夫,愛知県 4区,民進
赤松広隆,愛知県 5区,民進
井桁亮,愛知県 5区,こころ
神田憲次,愛知県 5区,自民
月東義博,愛知県 5区,共産
田上光徳,愛知県 6区,共産
丹羽秀樹,愛知県 6区,自民
森本和義,愛知県 6区,民進
鈴木淳司,愛知県 7区,自民
山尾志桜里,愛知県 7区,無所属
伊藤忠彦,愛知県 8区,自民
長友忠弘,愛知県 8区,共産
伴野豊,愛知県 8区,民進
岡本充功,愛知県 9区,民進
長坂康正,愛知県 9区,自民
渡辺裕,愛知県 9区,共産
伊神健雄,愛知県 10区,無所属
板倉正文,愛知県 10区,共産
江崎鉄磨,愛知県 10区,自民
杉本和巳,愛知県 10区,維新
安井美沙子,愛知県 10区,民進
古本伸一郎,愛知県 11区,民進
宮地勲,愛知県 11区,共産
八木哲也,愛知県 11区,自民
青山周平,愛知県 12区,自民
重徳和彦,愛知県 12区,民進
大西健介,愛知県 13区,民進
大見正,愛知県 13区,自民
下島良一,愛知県 13区,共産
今枝宗一郎,愛知県 14区,自民
金原信之,愛知県 14区,共産
田中克典,愛知県 14区,民進
串田真吾,愛知県 15区,共産
関健一郎,愛知県 15区,民進
根本幸典,愛知県 15区,自民
田村憲久,三重県 1区,自民
中川民英,三重県 1区,共産
松田直久,三重県 1区,民進
川崎二郎,三重県 2区,自民
内藤弘一,三重県 2区,共産
中川正春,三重県 2区,民進
岡田克也,三重県 3区,民進
坂本麻貴,三重県 3区,幸福
島田佳和,三重県 3区,自民
野村真弘,三重県 3区,共産
谷中三好,三重県 4区,共産
藤田大助,三重県 4区,民進
三ツ矢憲生,三重県 4区,自民
大岡敏孝,滋賀県 1区,自民
斉藤幸子,滋賀県 1区,共産
荒川雅司,滋賀県 2区,幸福
上野賢一郎,滋賀県 2区,自民
田島一成,滋賀県 2区,民進
山田満,滋賀県 2区,共産
石堂淳士,滋賀県 3区,共産
小川泰江,滋賀県 3区,民進
武村展英,滋賀県 3区,自民
小寺裕雄,滋賀県 4区,自民
徳永久志,滋賀県 4区,民進
西沢耕一,滋賀県 4区,共産
武藤貴也,滋賀県 4区,無所属
伊吹文明,京都府 1区,自民
穀田恵二,京都府 1区,共産
田坂幾太,京都府 1区,維新
繁本護,京都府 2区,自民
地坂拓晃,京都府 2区,共産
前原誠司,京都府 2区,民進
泉健太,京都府 3区,民進
金森亨,京都府 3区,共産
木村弥生,京都府 3区,自民
森夏枝,京都府 3区,維新
縁田有紀,京都府 4区,幸福
北神圭朗,京都府 4区,民進
田中英之,京都府 4区,自民
畑本久仁枝,京都府 4区,維新
吉田幸一,京都府 4区,共産
鈴木麻理子,京都府 5区,自由
本田太郎,京都府 5区,自民
山内健,京都府 5区,共産
安藤裕,京都府 6区,自民
上條亮一,京都府 6区,共産
山井和則,京都府 6区,民進
井上英孝,大阪府 1区,維新
大西宏幸,大阪府 1区,自民
柴山昇,大阪府 1区,共産
村上賀厚,大阪府 1区,民進
石谷尚子,大阪府 2区,共産
尾辻かな子,大阪府 2区,民進
左藤章,大阪府 2区,自民
椎木保,大阪府 2区,維新
佐藤茂樹,大阪府 3区,公明
服部良一,大阪府 3区,社民
渡部結,大阪府 3区,共産
清水忠史,大阪府 4区,共産
中山泰秀,大阪府 4区,自民
美延映夫,大阪府 4区,維新
吉田治,大阪府 4区,民進
数森圭吾,大阪府 5区,幸福
北山良三,大阪府 5区,共産
国重徹,大阪府 5区,公明
長尾秀樹,大阪府 5区,民進
伊佐進一,大阪府 6区,公明
村上史好,大阪府 6区,自由
奥下剛光,大阪府 7区,維新
渡嘉敷奈緒美,大阪府 7区,自民
乃木涼介,大阪府 7区,民進
村口久美子,大阪府 7区,共産
新居真,大阪府 8区,共産
大塚高司,大阪府 8区,自民
木下智彦,大阪府 8区,維新
松井博史,大阪府 8区,民進
足立康史,大阪府 9区,維新
原田憲治,大阪府 9区,自民
森村広,大阪府 9区,民進
山元建,大阪府 9区,共産
大隈和英,大阪府 10区,自民
辻元清美,大阪府 10区,民進
松浪健太,大阪府 10区,維新
伊東信久,大阪府 11区,維新
佐藤ゆかり,大阪府 11区,自民
平野博文,大阪府 11区,民進
三和智之,大阪府 11区,共産
北川知克,大阪府 12区,自民
樽床伸二,大阪府 12区,無所属
藤田文武,大阪府 12区,維新
真白リョウ,大阪府 12区,自由
松尾正利,大阪府 12区,共産
宗清皇一,大阪府 12区,自民
姜英紀,大阪府 13区,民進
長岡嘉一,大阪府 13区,共産
西野弘一,大阪府 13区,無所属
小松久,大阪府 14区,共産
谷畑孝,大阪府 14区,維新
長尾敬,大阪府 14区,自民
浦野靖人,大阪府 15区,維新
竹本直一,大阪府 15区,自民
為仁史,大阪府 15区,共産
北側一雄,大阪府 16区,公明
田中浩美,大阪府 16区,共産
森山浩行,大阪府 16区,民進
岡下昌平,大阪府 17区,自民
馬場伸幸,大阪府 17区,維新
藤本幸子,大阪府 17区,共産
遠藤敬,大阪府 18区,維新
神谷昇,大阪府 18区,自民
川戸康嗣,大阪府 18区,民進
矢野忠重,大阪府 18区,共産
北村みき,大阪府 19区,共産
谷川とむ,大阪府 19区,自民
長安豊,大阪府 19区,民進
丸山穂高,大阪府 19区,維新
井坂信彦,兵庫県 1区,民進
梅村聡,兵庫県 1区,維新
近藤秀子,兵庫県 1区,共産
盛山正仁,兵庫県 1区,自民
赤羽一嘉,兵庫県 2区,公明
平松順子,兵庫県 2区,共産
船川治郎,兵庫県 2区,民進
関芳弘,兵庫県 3区,自民
冨士谷香恵子,兵庫県 3区,共産
横畑和幸,兵庫県 3区,民進
大椙鉄夫,兵庫県 4区,共産
佐藤泰樹,兵庫県 4区,民進
藤井比早之,兵庫県 4区,自民
梶原康弘,兵庫県 5区,民進
谷公一,兵庫県 5区,自民
市村浩一郎,兵庫県 6区,維新
大串正樹,兵庫県 6区,自民
桜井周,兵庫県 6区,民進
吉見秋彦,兵庫県 6区,共産
上田幸子,兵庫県 7区,共産
畠中光成,兵庫県 7区,民進
三木圭恵,兵庫県 7区,維新
山田賢司,兵庫県 7区,自民
中野洋昌,兵庫県 8区,公明
堀内照文,兵庫県 8区,共産
菊地憲之,兵庫県 9区,新社
新町美千代,兵庫県 9区,共産
西村康稔,兵庫県 9区,自民
金田峰生,兵庫県 10区,共産
渡海紀三朗,兵庫県 10区,自民
戸井田真太郎,兵庫県 11区,自由
松本剛明,兵庫県 11区,自由
池畑浩太朗,兵庫県 12区,民進
堀譲,兵庫県 12区,共産
山口壮,兵庫県 12区,自民
井上良子,奈良県 1区,共産
小林茂樹,奈良県 1区,自民
馬淵澄夫,奈良県 1区,民進
吉野忠男,奈良県 1区,維新
霜鳥純一,奈良県 2区,共産
高市早苗,奈良県 2区,自民
前川清成,奈良県 2区,民進
奥野信亮,奈良県 3区,自民
田野瀬太道,奈良県 3区,自民
所進,奈良県 3区,共産
門博文,和歌山県 1区,自民
岸本周平,和歌山県 1区,民進
原矢寸久,和歌山県 1区,共産
石田真敏,和歌山県 2区,自民
坂田隆徳,和歌山県 2区,民進
下村雅洋,和歌山県 2区,共産
楠本文郎,和歌山県 3区,共産
二階俊博,和歌山県 3区,自民
